,business,lat,lon,state,pcode
0,RuR-G6H3efCZimgHDwj9og ,35.2143514,-80.8319329, NC , 28204
1,vJ-KyaojDQj1R2BNrlDToA ,35.1420067,-80.5469564, NC , 28079
2,AhbNhI6fyUlB1gB7vKX2Nw ,34.9390831,-80.750958, NC , 28173
3,TvgjE10M5nNqHW2tMJfwcQ ,35.236296,-80.644997, NC , 28215
4,glOwfW9YkWuiKyoUcnnpHw ,35.251292,-80.505725, NC , 28107
5,qmctaQ2PqZRBdrg18TOU9w ,35.171854,-81.107649, NC , 28052
6,CXFRrAnpmx6wBIhvnDiwBA ,35.283162,-80.6691759, NC , 28215
7,Mh1gek9Bl-VWKIEAgKmgjg ,35.247079,-80.577136, NC , 28107
8,Pcij9Zvllmj-oge8N-uSzg ,35.357862,-81.095529, NC , 28164
9,w1feKR_mQLonZB78OGTpyw ,35.0011763,-80.6959945, NC , 28173
10,6QJgbrWvoXHioEqg3SD5CA ,35.3889013,-80.5013492, NC , 28025
11,qsF5MPKC2oKyD4U8qLF5zA ,34.943609,-80.787277, NC , 28173
12,NjLudU6CS_J-HaH3tEozLw ,34.9319888,-80.6915528, NC , 28173
13,Z268RztHjrcIu6M93R__CQ ,35.385772,-80.945838, NC , 28078
14,Y7R3lmWRMD480urh0xMKSQ ,35.0874421,-80.5968943, NC , 28079
15,dgpNaxFENBNfLUnUY1DYVA ,35.28536,-81.243396, NC , 28052
16,vm17ueG3HPdlC0CQy82Wxw ,35.329852,-81.134431, NC , 28034
17,c58J69cwHZvet_XaRvVU3Q ,35.408819,-81.012656, NC , 28164
18,Ksl7PP_QVjf0sdBwbl5pnQ ,35.1324789,-80.58297, NC , 28079
19,03oEaHPyBejuIvJSn2OaYg ,34.99662,-80.5596, NC , 28217
20,i7aINBSHKuPNQxoaZ4c7gA ,34.904865,-80.689871, NC , 28173
21,niSbz4MGEgcacIAbZZwRMg ,34.8650669,-80.6933461, NC , 28173
22,3PpXBjIieEzA8R1ZYt2hig ,34.9968062606,-81.0383834839, SC , 29732
23,kzG-UrsP3819j2iwyUu3sg ,34.8429157,-80.6857366, NC , 28173
24,avy_fjHQWNXRtJV-0ER7Zw ,35.443996,-80.9929159, NC , 28037
25,Q9jIyxV_wlVbavgGStYkLw ,35.284452,-80.459699, NC , 28107
26,QZL6INeaqSoCvouz7q-CWg ,35.1676604,-81.056866, NC , 28012
27,vrYVTEjJO-aSRcnQHXmmkw ,35.2708474,-80.5763396, NC , 28107
28,MOohOAvY_Djb7T4BgPc25g ,35.348806,-80.500162, NC , 28025
29,LCgcuYLVgX5oNDEfkcvwzA ,35.4810953,-80.481933, NC , 28025
30,iy6pQviy4Sv58az1SYiiEQ ,35.300847,-80.60159, NC , 28075
31,ilSJRXo5OPt3hFS5AgPfsg ,35.187021553,-81.2742506228, NC , 28054
32,x1LSXzME18xK4cwxFHfNKw ,35.4503032,-80.5463816, NC , 28025
33,HptvLM6QOQybTYglMu6FvQ ,35.202726,-80.974971, NC , 28278
34,U8ypUjl42xwqh5ecQsbptw ,35.4946239,-80.7234776, NC , 28027
35,9g4p3tny291ANSAQKoDk4w ,35.1869829,-81.1495945, NC , 28056
36,aMLGCmw9g9mIBrEdMaO4iQ ,35.4005433,-80.5262147, NC , 28025
37,K7WmAeBlPBqfelpM1LEF2Q ,35.380197,-81.2296753, NC , 28034
38,rGjHD5S10WoW_l2-IMPa3A ,35.2010926,-81.0423429, NC , 28012
39,YR1bzcppVUg8jqrL_uoPTw ,35.0913918,-81.1019229, SC , 29710
40,nmDsmL_jGOA5_EP69mpPhQ ,35.3301866,-81.0202533, NC , 28120
41,4CeCU1e8uLw8t88BtMPeWg ,35.4413888,-80.7327344, NC , 28027
